objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
406,2201100074,Partida Polígono 11   (Albalate de Cinca),Partida Polígono 11,Albalate de Cinca
407,2201100078,Partida Polígono 14   (Albalate de Cinca),Partida Polígono 14,Albalate de Cinca
371,2201100012,Calle Delicias   (Albalate de Cinca),Calle Delicias,Albalate de Cinca
378,2201100022,Calle Mayor   (Albalate de Cinca),Calle Mayor,Albalate de Cinca
380,2201100026,Calle Martín Retortillo   (Albalate de Cinca),Calle Martín Retortillo,Albalate de Cinca
385,2201100033,Calle San Miguel   (Albalate de Cinca),Calle San Miguel,Albalate de Cinca
390,2201100047,Plaza Mayor   (Albalate de Cinca),Plaza Mayor,Albalate de Cinca
435,2201200031,Calle D   (Albalatillo),Calle D,Albalatillo
438,2201300001,Calle Peligros   (Albelda),Calle Peligros,Albelda
391,2201100048,Calle Muro   (Albalate de Cinca),Calle Muro,Albalate de Cinca
401,2201100067,Calle Buenavista   (Albalate de Cinca),Calle Buenavista,Albalate de Cinca
405,2201100071,Partida Polígono 05   (Albalate de Cinca),Partida Polígono 05,Albalate de Cinca
410,2201124290,Carretera A-1235   (Albalate de Cinca),Carretera A-1235,Albalate de Cinca
412,2201200001,Diseminados Afueras   (Albalatillo),Diseminados Afueras,Albalatillo
413,2201200003,Calle jón   (Albalatillo),Calle jón,Albalatillo
414,2201200005,Calle Cantera   (Albalatillo),Calle Cantera,Albalatillo
416,2201200008,Calle Nueva   (Albalatillo),Calle Nueva,Albalatillo
418,2201200010,Calle Doctor Aurelio Usón Calvo   (Albalatillo),Calle Doctor Aurelio Usón Calvo,Albalatillo
419,2201200011,Calle La Virgen   (Albalatillo),Calle La Virgen,Albalatillo
420,2201200013,Calle del Río   (Albalatillo),Calle del Río,Albalatillo
421,2201200014,Calle Molino   (Albalatillo),Calle Molino,Albalatillo
423,2201200017,Calle Ronda del Este   (Albalatillo),Calle Ronda del Este,Albalatillo
424,2201200018,Calle Santa Margarita   (Albalatillo),Calle Santa Margarita,Albalatillo
425,2201200019,Camino La Virgen   (Albalatillo),Camino La Virgen,Albalatillo
426,2201200021,Calle Pilar   (Albalatillo),Calle Pilar,Albalatillo
427,2201200023,Calle B   (Albalatillo),Calle B,Albalatillo
395,2201100057,Camino Rolleros   (Albalate de Cinca),Camino Rolleros,Albalate de Cinca
400,2201100065,Calle Valmesías   (Albalate de Cinca),Calle Valmesías,Albalate de Cinca
429,2201200025,Carretera Pallaruelo   (Albalatillo),Carretera Pallaruelo,Albalatillo
432,2201200028,Camino C   (Albalatillo),Camino C,Albalatillo
433,2201200029,Camino D   (Albalatillo),Camino D,Albalatillo
434,2201200030,Camino E   (Albalatillo),Camino E,Albalatillo
442,2201300008,Calle San Martín   (Albelda),Calle San Martín,Albelda
444,2201300010,Calle Torrente de Abajo   (Albelda),Calle Torrente de Abajo,Albelda
408,2201100087,Calle Aragón   (Albalate de Cinca),Calle Aragón,Albalate de Cinca
415,2201200007,Calle Mayor   (Albalatillo),Calle Mayor,Albalatillo
235,2200900331,Plaza Iglesia   (Arcusa),Plaza Iglesia,Arcusa
237,2200900335,"Calle ""F""   (Arcusa)","Calle ""F""",Arcusa
238,2200900337,Camino D   (Aínsa),Camino D,Aínsa
240,2200900339,Camino Sarsa Surta   (El Coscollar),Camino Sarsa Surta,El Coscollar
241,2200900341,Calle A   (Las Bellostas),Calle A,Las Bellostas
242,2200900342,Camino Paules   (Las Bellostas),Camino Paules,Las Bellostas
244,2200900344,Calle B   (Las Bellostas),Calle B,Las Bellostas
245,2200900345,Calle C   (Las Bellostas),Calle C,Las Bellostas
246,2200900346,Calle D   (Las Bellostas),Calle D,Las Bellostas
249,2200900349,Calle de la Iglesia   (Las Bellostas),Calle de la Iglesia,Las Bellostas
250,2200900350,Calle Fuente   (Olsón),Calle Fuente,Olsón
252,2200900353,Plaza Samper   (Olsón),Plaza Samper,Olsón
253,2200900354,Calle Iglesia   (Olsón),Calle Iglesia,Olsón
254,2200900355,Calle Alcorze Fuente   (Olsón),Calle Alcorze Fuente,Olsón
257,2200900358,Camino Real   (Olsón),Camino Real,Olsón
258,2200900359,Colonia Molino Aceite   (Olsón),Colonia Molino Aceite,Olsón
259,2200900361,Plaza San Pedro   (Olsón),Plaza San Pedro,Olsón
223,2200900309,Calle Baja   (La Torrecilla),Calle Baja,La Torrecilla
479,2201300101,Calle Rambla   (Albelda),Calle Rambla,Albelda
483,2201300105,Calle Julio Cortazar   (Albelda),Calle Julio Cortazar,Albelda
485,2201300107,Calle San José   (Albelda),Calle San José,Albelda
486,2201300108,Pasaje Nueva   (Albelda),Pasaje Nueva,Albelda
487,2201300109,Pasaje Santiago   (Albelda),Pasaje Santiago,Albelda
363,2201027674,Carretera N-330   (Aísa),Carretera N-330,Aísa
230,2200900317,Calle Baja   (Arro),Calle Baja,Arro
233,2200900328,Calle A   (Arcusa),Calle A,Arcusa
492,2202100040,Camino Extramuros   (Alcampell),Camino Extramuros,Alcampell
494,2202100042,Camino Cementerio   (Alcampell),Camino Cementerio,Alcampell
496,2202100044,Camino del Sindicato   (Alcampell),Camino del Sindicato,Alcampell
497,2202100045,Camino A   (Alcampell),Camino A,Alcampell
498,2202100047,Camino C   (Alcampell),Camino C,Alcampell
504,2202125519,Carretera HU-920   (Alcampell),Carretera HU-920,Alcampell
506,2202200002,Calle Los Angulos   (Alcolea de Cinca),Calle Los Angulos,Alcolea de Cinca
508,2202200004,Calle Calvario   (Alcolea de Cinca),Calle Calvario,Alcolea de Cinca
511,2202200010,Camino Sardera   (Alcolea de Cinca),Camino Sardera,Alcolea de Cinca
361,2201000069,Calle Crestas   (Candanchú),Calle Crestas,Candanchú
369,2201100010,Calle La Cruz   (Albalate de Cinca),Calle La Cruz,Albalate de Cinca
373,2201100014,Plaza Miguel Fleta   (Albalate de Cinca),Plaza Miguel Fleta,Albalate de Cinca
374,2201100015,Calle Horno Grande   (Albalate de Cinca),Calle Horno Grande,Albalate de Cinca
375,2201100016,Calle Iglesia   (Albalate de Cinca),Calle Iglesia,Albalate de Cinca
377,2201100019,Calle Juan I de Aragón   (Albalate de Cinca),Calle Juan I de Aragón,Albalate de Cinca
381,2201100028,Calle del Pino   (Albalate de Cinca),Calle del Pino,Albalate de Cinca
592,2201500020,Calle La Constitución   (Albero Alto),Calle La Constitución,Albero Alto
557,2202200076,Travesía del Molino   (Alcolea de Cinca),Travesía del Molino,Alcolea de Cinca
560,2201300119,Partida Viñas   (Albelda),Partida Viñas,Albelda
561,2201300120,Partida Comas   (Albelda),Partida Comas,Albelda
572,2201322668,Carretera A-2219   (Albelda),Carretera A-2219,Albelda
573,2201325285,Carretera A-140   (Albelda),Carretera A-140,Albelda
576,2201500000,-    (Albero Alto),-,Albero Alto
579,2201500003,Calle San Ginés   (Albero Alto),Calle San Ginés,Albero Alto
584,2201500008,Calle Guara   (Albero Alto),Calle Guara,Albero Alto
588,2201500013,Calle Iglesia   (Albero Alto),Calle Iglesia,Albero Alto
595,2201600001,Calle La Rosa   (Albero Bajo),Calle La Rosa,Albero Bajo
559,2201300118,Calle Rincón   (Albelda),Calle Rincón,Albelda
566,2201300125,Partida Costas   (Albelda),Partida Costas,Albelda
500,2202100049,Camino D   (Alcampell),Camino D,Alcampell
529,2202200035,Plaza Mayor   (Alcolea de Cinca),Plaza Mayor,Alcolea de Cinca
687,2202000055,Calle A   (Alcalá del Obispo),Calle A,Alcalá del Obispo
574,2201325430,Carretera S/N   (Albelda),Carretera S/N,Albelda
580,2201500004,Calle San Miguel   (Albero Alto),Calle San Miguel,Albero Alto
587,2201500012,Plaza Ayuntamiento   (Albero Alto),Plaza Ayuntamiento,Albero Alto
590,2201500015,Calle Natividad   (Albero Alto),Calle Natividad,Albero Alto
598,2201600006,Camino Cabañera   (Albero Bajo),Camino Cabañera,Albero Bajo
601,2201600009,Calle Mayor   (Albero Bajo),Calle Mayor,Albero Bajo
603,2201600011,Calle Castillo   (Albero Bajo),Calle Castillo,Albero Bajo
606,2201800000,-    (Alberuela de Tubo),-,Alberuela de Tubo
607,2201800002,Calle Don Jaime I   (Alberuela de Tubo),Calle Don Jaime I,Alberuela de Tubo
610,2201800006,Calle Juan Carlos I   (Alberuela de Tubo),Calle Juan Carlos I,Alberuela de Tubo
611,2201800007,Calle Aragón   (Alberuela de Tubo),Calle Aragón,Alberuela de Tubo
612,2201800008,Calle Monegros   (Alberuela de Tubo),Calle Monegros,Alberuela de Tubo
613,2201800009,Plaza España   (Alberuela de Tubo),Plaza España,Alberuela de Tubo
618,2201800016,Calle San Lorenzo   (Alberuela de Tubo),Calle San Lorenzo,Alberuela de Tubo
619,2201800018,Calle A   (Alberuela de Tubo),Calle A,Alberuela de Tubo
620,2201800019,Calle Justicia de Aragón   (Alberuela de Tubo),Calle Justicia de Aragón,Alberuela de Tubo
624,2201800025,Calle Florida   (Monte Sodeto),Calle Florida,Monte Sodeto
625,2201800026,Calle Tenor   (Monte Sodeto),Calle Tenor,Monte Sodeto
629,2201800030,Calle Chopo   (Monte Sodeto),Calle Chopo,Monte Sodeto
517,2202200021,Partida El Collao   (Alcolea de Cinca),Partida El Collao,Alcolea de Cinca
518,2202200023,Calle Enseñanza   (Alcolea de Cinca),Calle Enseñanza,Alcolea de Cinca
488,2202100036,Avenida General Coll   (Alcampell),Avenida General Coll,Alcampell
530,2202200037,Camino Molino   (Alcolea de Cinca),Camino Molino,Alcolea de Cinca
531,2202200038,Plaza Mosén Ramón Salas   (Alcolea de Cinca),Plaza Mosén Ramón Salas,Alcolea de Cinca
532,2202200039,Plaza Neptuno   (Alcolea de Cinca),Plaza Neptuno,Alcolea de Cinca
533,2202200040,Calle Nueva   (Alcolea de Cinca),Calle Nueva,Alcolea de Cinca
534,2202200041,Calle Olivo   (Alcolea de Cinca),Calle Olivo,Alcolea de Cinca
537,2202200045,Calle del Pilar   (Alcolea de Cinca),Calle del Pilar,Alcolea de Cinca
539,2202200048,Calle Reinas Isabeles   (Alcolea de Cinca),Calle Reinas Isabeles,Alcolea de Cinca
541,2202200051,Calle San Joaquín   (Alcolea de Cinca),Calle San Joaquín,Alcolea de Cinca
471,2201300093,Calle Aragón   (Albelda),Calle Aragón,Albelda
476,2201300098,Calle Penellas   (Albelda),Calle Penellas,Albelda
478,2201300100,Calle Mayor   (Albelda),Calle Mayor,Albelda
447,2201300019,Calle La Balsa   (Albelda),Calle La Balsa,Albelda
456,2201300033,Calle Hospital   (Albelda),Calle Hospital,Albelda
460,2201300045,Partida Bassella   (Albelda),Partida Bassella,Albelda
461,2201300049,Partida Callizos   (Albelda),Partida Callizos,Albelda
467,2201300081,Partida El Real   (Albelda),Partida El Real,Albelda
516,2202200018,Carretera Caspe-Selgua   (Alcolea de Cinca),Carretera Caspe-Selgua,Alcolea de Cinca
525,2202200030,Calle Hernán Cortés   (Alcolea de Cinca),Calle Hernán Cortés,Alcolea de Cinca
544,2202200054,Travesía San Miguel 1   (Alcolea de Cinca),Travesía San Miguel 1,Alcolea de Cinca
545,2202200056,Calle Santa Ana   (Alcolea de Cinca),Calle Santa Ana,Alcolea de Cinca
546,2202200057,Calle Santa Cruz   (Alcolea de Cinca),Calle Santa Cruz,Alcolea de Cinca
547,2202200058,Travesía Santa Cruz   (Alcolea de Cinca),Travesía Santa Cruz,Alcolea de Cinca
550,2202200066,Travesía de la Vega 1   (Alcolea de Cinca),Travesía de la Vega 1,Alcolea de Cinca
551,2202200067,Travesía de la Vega 2   (Alcolea de Cinca),Travesía de la Vega 2,Alcolea de Cinca
552,2202200069,Travesía Las Eras   (Alcolea de Cinca),Travesía Las Eras,Alcolea de Cinca
553,2202200071,Camino de la Huerta   (Alcolea de Cinca),Camino de la Huerta,Alcolea de Cinca
524,2202200029,Calle Escaleretas   (Alcolea de Cinca),Calle Escaleretas,Alcolea de Cinca
535,2202200043,Calle Palafox   (Alcolea de Cinca),Calle Palafox,Alcolea de Cinca
538,2202200046,Travesía del Pilar   (Alcolea de Cinca),Travesía del Pilar,Alcolea de Cinca
593,2201520030,Carretera A-131   (Albero Alto),Carretera A-131,Albero Alto
597,2201600005,Calle Baja San Gregorio   (Albero Bajo),Calle Baja San Gregorio,Albero Bajo
600,2201600008,Calle Jota Aragonesa   (Albero Bajo),Calle Jota Aragonesa,Albero Bajo
617,2201800015,Plaza Constitución   (Alberuela de Tubo),Plaza Constitución,Alberuela de Tubo
581,2201500005,Diseminados Afueras   (Albero Alto),Diseminados Afueras,Albero Alto
621,2201800021,Plaza Provincia   (Monte Sodeto),Plaza Provincia,Monte Sodeto
623,2201800024,Calle Galileo   (Monte Sodeto),Calle Galileo,Monte Sodeto
628,2201800029,Calle Loarre   (Monte Sodeto),Calle Loarre,Monte Sodeto
632,2201800050,-    (Alberuela de Tubo),-,Alberuela de Tubo
555,2202200073,Travesía Mosén Ramón Salas   (Alcolea de Cinca),Travesía Mosén Ramón Salas,Alcolea de Cinca
556,2202200074,Callejón Pequeño   (Alcolea de Cinca),Callejón Pequeño,Alcolea de Cinca
549,2202200065,Calle La Vega   (Alcolea de Cinca),Calle La Vega,Alcolea de Cinca
554,2202200072,Calle Miguel Servet   (Alcolea de Cinca),Calle Miguel Servet,Alcolea de Cinca
522,2202200027,Camino Eras Altas   (Alcolea de Cinca),Camino Eras Altas,Alcolea de Cinca
526,2202200032,Calle Lanuza   (Alcolea de Cinca),Calle Lanuza,Alcolea de Cinca
528,2202200034,Calle Mayor   (Alcolea de Cinca),Calle Mayor,Alcolea de Cinca
543,2202200053,Calle San Miguel   (Alcolea de Cinca),Calle San Miguel,Alcolea de Cinca
582,2201500006,Plaza San Antonio   (Albero Alto),Plaza San Antonio,Albero Alto
583,2201500007,Calle Bodegas   (Albero Alto),Calle Bodegas,Albero Alto
594,2201520031,Carretera S/N   (Albero Alto),Carretera S/N,Albero Alto
602,2201600010,Calle La Merced   (Albero Bajo),Calle La Merced,Albero Bajo
604,2201620032,Carretera A-1213   (Albero Bajo),Carretera A-1213,Albero Bajo
614,2201800010,Calle Sodeto   (Alberuela de Tubo),Calle Sodeto,Alberuela de Tubo
558,2202200081,Camino Ancho   (Alcolea de Cinca),Camino Ancho,Alcolea de Cinca
562,2201300121,Partida Chuncaret   (Albelda),Partida Chuncaret,Albelda
563,2201300122,Partida Canchinches   (Albelda),Partida Canchinches,Albelda
564,2201300123,Partida Vedat de Valonga   (Albelda),Partida Vedat de Valonga,Albelda
565,2201300124,Partida Penella   (Albelda),Partida Penella,Albelda
567,2201300127,Diseminados La Sabina   (Albelda),Diseminados La Sabina,Albelda
569,2201300129,Plaza Tossalet   (Albelda),Plaza Tossalet,Albelda
570,2201300300,-    (Albelda),-,Albelda
571,2201320113,Calle SIN NOMBRE   (Albelda),Calle SIN NOMBRE,Albelda
575,2201325520,Carretera HU-920   (Albelda),Carretera HU-920,Albelda
578,2201500002,Calle San Gregorio   (Albero Alto),Calle San Gregorio,Albero Alto
586,2201500011,Calle San Fabian   (Albero Alto),Calle San Fabian,Albero Alto
514,2202200014,Avenida Constitución   (Alcolea de Cinca),Avenida Constitución,Alcolea de Cinca
747,2202500005,Calle Alta   (Alfántega),Calle Alta,Alfántega
754,2202500013,Camino Medio   (Alfántega),Camino Medio,Alfántega
758,2202500017,Calle Alta II   (Alfántega),Calle Alta II,Alfántega
763,2202520055,Carretera A-2220   (Alfántega),Carretera A-2220,Alfántega
765,2202700001,Avenida Alfonso I   (Almudévar),Avenida Alfonso I,Almudévar
635,2201824873,Carretera S/N   (Alberuela de Tubo),Carretera S/N,Alberuela de Tubo
642,2201900016,Avenida Virgen Aston   (Alcalá de Gurrea),Avenida Virgen Aston,Alcalá de Gurrea
645,2201900019,Avenida San Jorge   (Alcalá de Gurrea),Avenida San Jorge,Alcalá de Gurrea
692,2202000085,Calle La Fuente   (Fañanás),Calle La Fuente,Fañanás
657,2202000001,Diseminados Afueras   (Ondas),Diseminados Afueras,Ondas
662,2202000010,Calle Alcalá   (Fañanás),Calle Alcalá,Fañanás
663,2202000013,Plaza Iglesia   (Fañanás),Plaza Iglesia,Fañanás
666,2202000017,Calle Pino   (Fañanás),Calle Pino,Fañanás
667,2202000018,Calle Alta   (Ola),Calle Alta,Ola
630,2201800031,Calle B   (Monte Sodeto),Calle B,Monte Sodeto
633,2201820043,Carretera LOCAL DE ALBE A PERALTA   (Alberuela de Tubo),Carretera LOCAL DE ALBE A PERALTA,Alberuela de Tubo
634,2201824673,Carretera A-1223   (Alberuela de Tubo),Carretera A-1223,Alberuela de Tubo
636,2201900000,-    (Alcalá de Gurrea),-,Alcalá de Gurrea
644,2201900018,Calle San Bartolomé   (Alcalá de Gurrea),Calle San Bartolomé,Alcalá de Gurrea
658,2202000003,Diseminados Afueras   (Ola),Diseminados Afueras,Ola
660,2202000006,Calle Bureta   (Fañanás),Calle Bureta,Fañanás
668,2202000019,Calle Baja   (Ola),Calle Baja,Ola
670,2202000021,Camino Vecinal Alcalá   (Ola),Camino Vecinal Alcalá,Ola
672,2202000029,Calle Alta   (Pueyo de Fañanás),Calle Alta,Pueyo de Fañanás
674,2202000034,Carretera Blecua   (Pueyo de Fañanás),Carretera Blecua,Pueyo de Fañanás
675,2202000037,Carretera Blecua   (Fañanás),Carretera Blecua,Fañanás
679,2202000044,Plaza Baja   (Alcalá del Obispo),Plaza Baja,Alcalá del Obispo
742,2202420039,Plaza CAMPO LABRADOR   (Alerre),Plaza CAMPO LABRADOR,Alerre
684,2202000051,Calle La Iglesia   (Alcalá del Obispo),Calle La Iglesia,Alcalá del Obispo
686,2202000053,Plaza Mayor   (Alcalá del Obispo),Plaza Mayor,Alcalá del Obispo
688,2202000057,Plaza Aragón   (Fañanás),Plaza Aragón,Fañanás
689,2202000058,Calle Castillo   (Alcalá del Obispo),Calle Castillo,Alcalá del Obispo
698,2202000094,Calle Arrabal   (Pueyo de Fañanás),Calle Arrabal,Pueyo de Fañanás
676,2202000041,Calle San Antón   (Pueyo de Fañanás),Calle San Antón,Pueyo de Fañanás
680,2202000046,Calle Escuelas   (Alcalá del Obispo),Calle Escuelas,Alcalá del Obispo
702,2202025796,Carretera A-1219   (Alcalá del Obispo),Carretera A-1219,Alcalá del Obispo
731,2202400003,Calle Baja   (Alerre),Calle Baja,Alerre
732,2202400004,Barrio Afueras   (Alerre),Barrio Afueras,Alerre
736,2202400010,Camino Las Eras   (Alerre),Camino Las Eras,Alerre
738,2202400012,Calle B   (Alerre),Calle B,Alerre
682,2202000049,Carretera Fañanas   (Alcalá del Obispo),Carretera Fañanas,Alcalá del Obispo
703,2202025797,Carretera A-1217   (Alcalá del Obispo),Carretera A-1217,Alcalá del Obispo
713,2202100013,Calle Nueva   (Alcampell),Calle Nueva,Alcampell
726,2202100035,Calle Autonomía de Aragón   (Alcampell),Calle Autonomía de Aragón,Alcampell
740,2202400014,Calle Guara   (Alerre),Calle Guara,Alerre
707,2202100003,Calle Balsa   (Alcampell),Calle Balsa,Alcampell
709,2202100005,Calle del Arco   (Alcampell),Calle del Arco,Alcampell
715,2202100016,Calle Mayor   (Alcampell),Calle Mayor,Alcampell
721,2202100023,Calle Oriente   (Alcampell),Calle Oriente,Alcampell
728,2202324785,Carretera A-1211   (Alcubierre),Carretera A-1211,Alcubierre
771,2202700018,Camino Saso   (Almudévar),Camino Saso,Almudévar
778,2202700031,Plaza España   (Almudévar),Plaza España,Almudévar
781,2202700037,Calle Izquierdo   (Almudévar),Calle Izquierdo,Almudévar
782,2202700038,Calle Nueva   (Almudévar),Calle Nueva,Almudévar
784,2202700041,Avenida La Paz   (Almudévar),Avenida La Paz,Almudévar
786,2202700043,Calle San Antonio   (Almudévar),Calle San Antonio,Almudévar
787,2202700044,Calle San Isidro   (Almudévar),Calle San Isidro,Almudévar
792,2202700051,Calle Bella Vista   (Artasona del Llano),Calle Bella Vista,Artasona del Llano
793,2202700052,Plaza Caudillo   (Valsalada),Plaza Caudillo,Valsalada
794,2202700053,Calle Colón   (Artasona del Llano),Calle Colón,Artasona del Llano
677,2202000042,Calle Alta   (Alcalá del Obispo),Calle Alta,Alcalá del Obispo
2081,2206520358,Carretera S/N   (Almazorre),Carretera S/N,Almazorre
641,2201900014,Diseminados Partidas   (Alcalá de Gurrea),Diseminados Partidas,Alcalá de Gurrea
643,2201900017,Calle Ramón y Cajal   (Alcalá de Gurrea),Calle Ramón y Cajal,Alcalá de Gurrea
649,2201900025,Carretera Ondas   (Ondas),Carretera Ondas,Ondas
654,2201925882,Carretera A-1207   (Alcalá de Gurrea),Carretera A-1207,Alcalá de Gurrea
665,2202000015,Plaza Mayor   (Fañanás),Plaza Mayor,Fañanás
673,2202000030,Calle Arrabal   (Pueyo de Fañanás),Calle Arrabal,Pueyo de Fañanás
693,2202000086,Calle Iglesia   (Fañanás),Calle Iglesia,Fañanás
694,2202000087,Calle Mayor   (Fañanás),Calle Mayor,Fañanás
695,2202000088,Plaza Mayor   (Pueyo de Fañanás),Plaza Mayor,Pueyo de Fañanás
697,2202000092,Diseminados Afueras   (Pueyo de Fañanás),Diseminados Afueras,Pueyo de Fañanás
699,2202000096,Calle Puente   (Pueyo de Fañanás),Calle Puente,Pueyo de Fañanás
701,2202000100,Calle Torrero   (Pueyo de Fañanás),Calle Torrero,Pueyo de Fañanás
669,2202000020,Callejón Iglesia   (Ola),Callejón Iglesia,Ola
671,2202000027,Plaza Iglesia   (Ola),Plaza Iglesia,Ola
678,2202000043,Calle Baja   (Alcalá del Obispo),Calle Baja,Alcalá del Obispo
683,2202000050,Calle Horno   (Alcalá del Obispo),Calle Horno,Alcalá del Obispo
700,2202000099,Calle Santa Teresa   (Pueyo de Fañanás),Calle Santa Teresa,Pueyo de Fañanás
706,2202100002,Calle Alba   (Alcampell),Calle Alba,Alcampell
710,2202100006,Calle Clavel   (Alcampell),Calle Clavel,Alcampell
711,2202100008,Plaza D Oste   (Alcampell),Plaza D Oste,Alcampell
714,2202100014,Plaza Mayor   (Alcampell),Plaza Mayor,Alcampell
716,2202100017,Calle Lucero   (Alcampell),Calle Lucero,Alcampell
